shp_code,departure,city_from,city_to,country_from,country_to,cost_per_kg,gross_weight,carrier_charge,mode,carrier,duration
SHP636605,2019-12-28 10:35:41,Rotterdam,Kuala Lumpur,NL,MY,92.7,355.0,0.9,Ocean,Neele-Vat Logistics,8.77558
SHP717603,2019-10-01 12:40:06,Rotterdam,Kuala Lumpur,NL,MY,87.76,700.0,0.9,Ocean,Neele-Vat Logistics,29.63958
SHP58577,2019-04-09 01:04:50,Rotterdam,Kuala Lumpur,NL,MY,88.86,214.0,0.9,Ocean,Neele-Vat Logistics,34.81134
SHP592571,2019-03-07 10:22:28,Rotterdam,Kuala Lumpur,NL,MY,91.57,95.0,0.75,Air,NTG Air & Ocean,5.24144
SHP844588,2019-06-24 00:45:42,Rotterdam,Kuala Lumpur,NL,MY,87.7672752,465.0,0.75,Air,NTG Air & Ocean,5.09062
SHP857606,2020-04-08 14:22:15,Rotterdam,Kuala Lumpur,NL,MY,92.87019663,155.0,0.9,Ocean,Neele-Vat Logistics,30.34896
SHP518577,2019-04-12 10:54:08,Rotterdam,Kuala Lumpur,NL,MY,89.31,200.0,0.9,Ocean,Neele-Vat Logistics,8.9037
SHP3643994,2019-05-02 18:27:05,Rotterdam,Manila,NL,PH,109.7,231.9,0.5625,Ocean,Van den Bosch Transporten,23.35382
SHP765604,2019-11-18 08:04:46,Rotterdam,Kuala Lumpur,NL,MY,90.7444,90.0,0.9,Ocean,Neele-Vat Logistics,7.72755
SHP320607,2020-05-21 08:36:48,Rotterdam,Kuala Lumpur,NL,MY,92.77,223.5,0.75,Air,NTG Air & Ocean,5.29861
SHP510591,2019-07-13 13:54:35,Rotterdam,Kuala Lumpur,NL,MY,86.26,505.0,0.75,Air,NTG Air & Ocean,5.30556
SHP413576,2019-04-05 12:29:16,Rotterdam,Kuala Lumpur,NL,MY,90.2,105.0,0.75,Air,NTG Air & Ocean,5.29155
SHP145606,2020-01-27 17:18:30,Rotterdam,Kuala Lumpur,NL,MY,92.45,654.0,0.9,Ocean,Neele-Vat Logistics,11.57292
SHP645606,2020-03-13 21:54:46,Rotterdam,Kuala Lumpur,NL,MY,93.27196421,2689.5,0.9,Ocean,Neele-Vat Logistics,33.491440000000004
SHP227607,2020-05-12 15:49:44,Rotterdam,Kuala Lumpur,NL,MY,93.55,283.5,0.75,Air,NTG Air & Ocean,5.15775
SHP175598,2019-08-24 14:36:13,Rotterdam,Kuala Lumpur,NL,MY,85.19,160.0,0.75,Air,NTG Air & Ocean,5.07894
SHP636573,2019-03-15 18:04:53,Rotterdam,Kuala Lumpur,NL,MY,92.5,2440.5,0.9,Ocean,Neele-Vat Logistics,31.89502
SHP54596,2019-08-13 09:53:41,Rotterdam,Kuala Lumpur,NL,MY,84.64,242.5,0.75,Air,NTG Air & Ocean,5.3653900000000005
SHP1818003,2019-10-03 11:06:14,Rotterdam,Manila,NL,PH,105.82,200.0,1.125,Ocean,Neele-Vat Logistics,15.86678
SHP337604,2019-10-28 18:15:06,Rotterdam,Kuala Lumpur,NL,MY,91.87,500.0,1.05,Air,Van den Bosch Transporten,5.228940000000001
SHP165587,2019-06-13 12:51:21,Rotterdam,Kuala Lumpur,NL,MY,87.2,200.0,0.9,Ocean,Neele-Vat Logistics,19.71771
SHP35584,2019-05-22 14:15:44,Rotterdam,Kuala Lumpur,NL,MY,90.39357069,146.8,1.05,Air,Van den Bosch Transporten,5.24317
SHP663573,2019-03-15 21:40:04,Rotterdam,Kuala Lumpur,NL,MY,92.5,2500.0,0.9,Ocean,Neele-Vat Logistics,23.38935
SHP92606,2020-01-23 21:11:47,Rotterdam,Kuala Lumpur,NL,MY,91.64,656.0,0.75,Air,NTG Air & Ocean,5.33438
SHP224583,2019-05-18 09:36:59,Rotterdam,Kuala Lumpur,NL,MY,89.94,168.0,0.75,Air,NTG Air & Ocean,5.32037
SHP376574,2019-03-21 10:46:40,Rotterdam,Kuala Lumpur,NL,MY,90.45,2500.0,0.9,Ocean,Neele-Vat Logistics,28.85185
SHP265590,2019-07-05 12:31:56,Rotterdam,Kuala Lumpur,NL,MY,87.95,1056.0,0.9,Ocean,Neele-Vat Logistics,19.58287
SHP641593,2019-07-27 09:33:03,Rotterdam,Kuala Lumpur,NL,MY,85.12,3008.0,0.9,Ocean,Neele-Vat Logistics,8.34062
SHP245992,2019-03-18 13:24:03,Rotterdam,Manila,NL,PH,110.25,103.0,0.5625,Ocean,Van den Bosch Transporten,45.188190000000006
SHP666573,2019-03-15 22:42:13,Rotterdam,Kuala Lumpur,NL,MY,92.15,1170.0,0.9,Ocean,Neele-Vat Logistics,33.82095
SHP388580,2019-04-30 12:35:00,Rotterdam,Kuala Lumpur,NL,MY,89.16461921,560.0,0.75,Air,NTG Air & Ocean,5.15278
SHP639572,2019-03-11 12:39:42,Rotterdam,Kuala Lumpur,NL,MY,93.54872711,1938.0,0.75,Air,NTG Air & Ocean,5.12014
SHP471587,2019-06-14 23:26:46,Rotterdam,Kuala Lumpur,NL,MY,86.91,691.0,0.9,Ocean,Neele-Vat Logistics,34.130320000000005
SHP968604,2019-11-28 13:49:58,Rotterdam,Kuala Lumpur,NL,MY,92.69,1006.0,0.75,Air,NTG Air & Ocean,5.22245
SHP57582,2019-05-11 18:45:18,Rotterdam,Kuala Lumpur,NL,MY,90.77,135.0,1.05,Air,Van den Bosch Transporten,5.03356
SHP692590,2019-07-08 14:27:43,Rotterdam,Kuala Lumpur,NL,MY,87.05,695.0,0.9,Ocean,Neele-Vat Logistics,30.38692
SHP243591,2019-07-11 22:38:49,Rotterdam,Kuala Lumpur,NL,MY,86.69,694.0,0.75,Air,NTG Air & Ocean,5.17373
SHP652587,2019-06-16 09:46:54,Rotterdam,Kuala Lumpur,NL,MY,86.76,173.0,0.9,Ocean,Neele-Vat Logistics,28.43681
SHP880606,2020-04-10 17:21:46,Rotterdam,Kuala Lumpur,NL,MY,92.31996023,1005.0,1.05,Air,Van den Bosch Transporten,5.40312
SHP565607,2020-06-17 17:08:31,Rotterdam,Kuala Lumpur,NL,MY,95.44,580.0,1.05,Air,Van den Bosch Transporten,5.36875
SHP555576,2019-04-05 22:27:16,Rotterdam,Kuala Lumpur,NL,MY,90.65,2008.0,1.05,Air,Van den Bosch Transporten,5.41956
SHP687602,2019-09-21 09:30:48,Rotterdam,Kuala Lumpur,NL,MY,88.25,5010.0,0.9,Ocean,Neele-Vat Logistics,18.325
SHP499593,2019-07-26 11:33:53,Rotterdam,Kuala Lumpur,NL,MY,85.2124,585.0,1.05,Air,Van den Bosch Transporten,5.12014
SHP849606,2020-04-06 11:58:06,Rotterdam,Kuala Lumpur,NL,MY,90.8,2008.0,0.9,Ocean,Neele-Vat Logistics,9.34792
SHP125590,2019-07-04 12:40:59,Rotterdam,Kuala Lumpur,NL,MY,88.69,155.0,0.75,Air,NTG Air & Ocean,5.03472
SHP805581,2019-05-10 17:22:59,Rotterdam,Kuala Lumpur,NL,MY,90.06525552,343.0,0.75,Air,NTG Air & Ocean,5.2649300000000006
SHP20581,2019-05-06 12:34:37,Rotterdam,Kuala Lumpur,NL,MY,89.95,250.0,0.9,Ocean,Neele-Vat Logistics,19.6015
SHP854601,2019-09-16 09:06:18,Rotterdam,Kuala Lumpur,NL,MY,88.18646194,372.1,0.75,Air,NTG Air & Ocean,5.39954
SHP187606,2020-01-30 12:26:20,Rotterdam,Kuala Lumpur,NL,MY,91.85,55.0,0.9,Ocean,Neele-Vat Logistics,29.54398
SHP236579,2019-04-22 10:38:51,Rotterdam,Kuala Lumpur,NL,MY,90.23,105.0,0.75,Air,NTG Air & Ocean,5.10243
SHP447578,2019-04-17 21:21:57,Rotterdam,Kuala Lumpur,NL,MY,89.1,3910.0,0.9,Ocean,Neele-Vat Logistics,23.26354
SHP15593,2019-07-22 17:46:25,Rotterdam,Kuala Lumpur,NL,MY,85.81,105.0,0.75,Air,NTG Air & Ocean,5.03472
SHP863604,2019-11-23 08:25:45,Rotterdam,Kuala Lumpur,NL,MY,91.55741421,705.0,0.75,Air,NTG Air & Ocean,5.125
SHP807587,2019-06-16 19:22:14,Rotterdam,Kuala Lumpur,NL,MY,87.89462084,2008.0,0.75,Air,NTG Air & Ocean,5.30127
SHP324578,2019-04-16 15:30:48,Rotterdam,Kuala Lumpur,NL,MY,89.75,565.0,0.9,Ocean,Neele-Vat Logistics,10.825
SHP726603,2019-10-01 20:17:33,Rotterdam,Kuala Lumpur,NL,MY,87.71,80.0,0.9,Ocean,Neele-Vat Logistics,12.8162
SHP978604,2019-11-28 23:26:24,Rotterdam,Kuala Lumpur,NL,MY,92.65,1001.0,0.9,Ocean,Neele-Vat Logistics,34.12778
SHP231588,2019-06-19 23:29:53,Rotterdam,Kuala Lumpur,NL,MY,88.05,1406.0,0.75,Air,NTG Air & Ocean,5.18634
SHP356571,2019-03-04 18:31:03,Rotterdam,Kuala Lumpur,NL,MY,92.47,1006.0,0.75,Air,NTG Air & Ocean,5.171880000000001
SHP671576,2019-04-06 18:37:09,Rotterdam,Kuala Lumpur,NL,MY,90.31176374,350.0,0.75,Air,NTG Air & Ocean,5.03148
SHP370605,2019-12-17 13:14:30,Rotterdam,Kuala Lumpur,NL,MY,93.64,114.0,0.75,Air,NTG Air & Ocean,5.30463
SHP831606,2020-04-01 15:02:34,Rotterdam,Kuala Lumpur,NL,MY,87.7,118.5,1.05,Air,Van den Bosch Transporten,5.16204
SHP484605,2019-12-21 23:04:47,Rotterdam,Kuala Lumpur,NL,MY,92.94158135,1251.0,0.75,Air,NTG Air & Ocean,5.30417
SHP687577,2019-04-13 01:11:14,Rotterdam,Kuala Lumpur,NL,MY,88.71857584,400.0,0.75,Air,NTG Air & Ocean,5.39618
SHP768583,2019-05-20 15:46:45,Rotterdam,Kuala Lumpur,NL,MY,90.52,396.0,0.75,Air,NTG Air & Ocean,5.3125
SHP35605,2019-12-02 14:24:19,Rotterdam,Kuala Lumpur,NL,MY,92.46,766.0,0.75,Air,NTG Air & Ocean,5.246180000000001
SHP800587,2019-06-16 17:53:29,Rotterdam,Kuala Lumpur,NL,MY,87.82,520.0,1.05,Air,Van den Bosch Transporten,5.11562
SHP57604,2019-10-17 16:25:48,Rotterdam,Kuala Lumpur,NL,MY,86.61,350.0,0.9,Ocean,Neele-Vat Logistics,21.20694
SHP423587,2019-06-14 16:33:08,Rotterdam,Kuala Lumpur,NL,MY,87.34,3450.0,0.9,Ocean,Neele-Vat Logistics,11.25787
SHP559579,2019-04-24 00:37:00,Rotterdam,Kuala Lumpur,NL,MY,90.98,105.0,1.05,Air,Van den Bosch Transporten,5.31944
SHP664605,2019-12-29 12:34:32,Rotterdam,Kuala Lumpur,NL,MY,92.01466246,205.0,1.05,Air,Van den Bosch Transporten,5.16979
SHP432574,2019-03-21 13:07:59,Rotterdam,Kuala Lumpur,NL,MY,90.96,230.0,1.05,Air,Van den Bosch Transporten,5.03785
SHP49574,2019-03-18 13:36:12,Rotterdam,Kuala Lumpur,NL,MY,91.5677311,280.0,0.75,Air,NTG Air & Ocean,5.3191
SHP549604,2019-11-08 23:40:21,Rotterdam,Kuala Lumpur,NL,MY,90.53547122,450.0,1.05,Air,Van den Bosch Transporten,5.1605300000000005
SHP295012,2020-02-07 15:10:31,Rotterdam,Manila,NL,PH,111.1,320.0,0.5625,Ocean,Van den Bosch Transporten,6.18588
SHP936578,2019-04-20 11:06:50,Rotterdam,Kuala Lumpur,NL,MY,89.9,2456.0,0.9,Ocean,Neele-Vat Logistics,18.9919
SHP479573,2019-03-14 23:08:40,Rotterdam,Kuala Lumpur,NL,MY,93.25,810.0,0.9,Ocean,Neele-Vat Logistics,34.00463
SHP373605,2019-12-17 13:55:24,Rotterdam,Kuala Lumpur,NL,MY,92.91,430.53,0.9,Ocean,Neele-Vat Logistics,30.1625
SHP716603,2019-10-01 12:25:52,Rotterdam,Kuala Lumpur,NL,MY,88.86,841.6,1.05,Air,Van den Bosch Transporten,5.08287
SHP2109014,2020-03-12 17:18:09,Rotterdam,Manila,NL,PH,108.65,758.0,0.5625,Ocean,Van den Bosch Transporten,5.5248800000000005
SHP594604,2019-11-11 10:53:41,Rotterdam,Kuala Lumpur,NL,MY,91.52,225.0,0.75,Air,NTG Air & Ocean,5.20486
SHP23578,2019-04-15 10:31:30,Rotterdam,Kuala Lumpur,NL,MY,89.881,3340.0,0.9,Ocean,Neele-Vat Logistics,18.74653
SHP641603,2019-09-28 17:00:09,Rotterdam,Kuala Lumpur,NL,MY,88.59,1150.0,0.75,Air,NTG Air & Ocean,5.23345
SHP778606,2020-03-23 12:30:52,Rotterdam,Kuala Lumpur,NL,MY,92.7,88.33,1.05,Air,Van den Bosch Transporten,5.3544
SHP640593,2019-07-27 01:22:03,Rotterdam,Kuala Lumpur,NL,MY,85.75,417.0,0.75,Air,NTG Air & Ocean,5.34167
SHP528584,2019-05-24 18:28:41,Rotterdam,Kuala Lumpur,NL,MY,90.56,1113.0,0.75,Air,NTG Air & Ocean,5.03032
SHP883606,2020-04-10 22:23:14,Rotterdam,Kuala Lumpur,NL,MY,92.7,113.5,1.05,Air,Van den Bosch Transporten,5.21481
SHP966592,2019-07-22 15:09:35,Rotterdam,Kuala Lumpur,NL,MY,85.26,774.2,0.9,Ocean,Neele-Vat Logistics,30.67766
SHP495605,2019-12-22 14:09:03,Rotterdam,Kuala Lumpur,NL,MY,92.91234967,972.7,0.75,Air,NTG Air & Ocean,5.36227
SHP753588,2019-06-23 11:33:39,Rotterdam,Kuala Lumpur,NL,MY,87.6,120.0,0.75,Air,NTG Air & Ocean,5.31285
SHP328570,2019-02-25 20:41:48,Rotterdam,Kuala Lumpur,NL,MY,90.86,110.1,0.9,Ocean,Neele-Vat Logistics,12.98472
SHP563605,2019-12-25 15:20:26,Rotterdam,Kuala Lumpur,NL,MY,94.4,350.0,0.75,Air,NTG Air & Ocean,5.3432900000000005
SHP283603,2019-09-25 08:43:30,Rotterdam,Kuala Lumpur,NL,MY,87.81,400.0,0.9,Ocean,Neele-Vat Logistics,7.99653
SHP913604,2019-11-25 08:31:26,Rotterdam,Kuala Lumpur,NL,MY,92.40401549,856.0,0.75,Air,NTG Air & Ocean,5.33681
SHP303606,2020-02-06 17:13:35,Rotterdam,Kuala Lumpur,NL,MY,93.84,505.0,0.75,Air,NTG Air & Ocean,5.15139
SHP663604,2019-11-14 10:30:30,Rotterdam,Kuala Lumpur,NL,MY,91.38,155.0,1.05,Air,Van den Bosch Transporten,5.32836
SHP237605,2019-12-12 19:04:47,Rotterdam,Kuala Lumpur,NL,MY,92.28,103.0,0.75,Air,NTG Air & Ocean,5.41481
SHP372606,2020-02-13 11:23:08,Rotterdam,Kuala Lumpur,NL,MY,93.82,111.5,1.05,Air,Van den Bosch Transporten,5.11215
SHP128604,2019-10-21 08:33:24,Rotterdam,Kuala Lumpur,NL,MY,86.8995,580.0,0.9,Ocean,Neele-Vat Logistics,7.92639
SHP49595,2019-08-06 17:35:03,Rotterdam,Kuala Lumpur,NL,MY,85.28531874,3008.0,0.9,Ocean,Neele-Vat Logistics,31.68785
SHP564607,2020-06-17 15:34:22,Rotterdam,Kuala Lumpur,NL,MY,95.56,266.5,0.75,Air,NTG Air & Ocean,5.20544
SHP773585,2019-06-04 11:31:12,Rotterdam,Kuala Lumpur,NL,MY,87.49,400.0,0.75,Air,NTG Air & Ocean,5.04699
SHP682606,2020-03-15 22:34:58,Rotterdam,Kuala Lumpur,NL,MY,94.13869317,1907.0,0.75,Air,NTG Air & Ocean,5.161919999999999
SHP113589,2019-06-26 03:25:08,Rotterdam,Kuala Lumpur,NL,MY,87.98423787,1207.0,0.75,Air,NTG Air & Ocean,5.0831
SHP486573,2019-03-15 10:38:45,Rotterdam,Kuala Lumpur,NL,MY,92.7,1628.0,0.9,Ocean,Neele-Vat Logistics,18.79688
SHP166578,2019-04-15 16:27:30,Rotterdam,Kuala Lumpur,NL,MY,89.75,300.0,0.9,Ocean,Neele-Vat Logistics,11.21875
SHP285573,2019-03-14 12:38:53,Rotterdam,Kuala Lumpur,NL,MY,92.86,540.0,0.9,Ocean,Neele-Vat Logistics,9.63113
SHP143603,2019-09-24 11:10:28,Rotterdam,Kuala Lumpur,NL,MY,87.9,1000.0,0.9,Ocean,Neele-Vat Logistics,29.01713
SHP9699001,2019-09-12 13:39:14,Rotterdam,Manila,NL,PH,102.32,988.48,1.125,Ocean,Neele-Vat Logistics,6.50995
SHP656603,2019-09-29 10:34:14,Rotterdam,Kuala Lumpur,NL,MY,88.85,2008.0,0.75,Air,NTG Air & Ocean,5.21447
SHP177579,2019-04-21 15:53:41,Rotterdam,Kuala Lumpur,NL,MY,89.89,125.0,0.75,Air,NTG Air & Ocean,5.311
SHP171605,2019-12-09 22:06:11,Rotterdam,Kuala Lumpur,NL,MY,92.49,1006.0,0.75,Air,NTG Air & Ocean,5.18472
SHP236607,2020-05-12 19:27:29,Rotterdam,Kuala Lumpur,NL,MY,93.49,110.5,0.75,Air,NTG Air & Ocean,5.16829
SHP248586,2019-06-08 09:21:19,Rotterdam,Kuala Lumpur,NL,MY,87.99,1143.0,0.75,Air,NTG Air & Ocean,5.38565
SHP798604,2019-11-19 14:05:50,Rotterdam,Kuala Lumpur,NL,MY,90.95,665.0,0.9,Ocean,Neele-Vat Logistics,30.23495
SHP409576,2019-04-05 12:18:44,Rotterdam,Kuala Lumpur,NL,MY,90.58,786.0,0.75,Air,NTG Air & Ocean,5.423030000000001
SHP14607,2020-04-22 13:06:10,Rotterdam,Kuala Lumpur,NL,MY,94.1,53.5,0.75,Air,NTG Air & Ocean,5.30903
SHP277591,2019-07-12 10:56:05,Rotterdam,Kuala Lumpur,NL,MY,86.69,355.0,0.75,Air,NTG Air & Ocean,5.02766
SHP2082019,2020-06-18 14:22:28,Rotterdam,Manila,NL,PH,107.52,143.16,1.125,Ocean,Neele-Vat Logistics,5.58981
SHP539607,2020-06-15 13:29:48,Rotterdam,Kuala Lumpur,NL,MY,95.0,2508.5,0.9,Ocean,Neele-Vat Logistics,29.984720000000003
SHP799606,2020-03-27 11:48:39,Rotterdam,Kuala Lumpur,NL,MY,89.6197,565.0,1.05,Air,Van den Bosch Transporten,5.28056
SHP993606,2020-04-20 11:06:51,Rotterdam,Kuala Lumpur,NL,MY,94.1,1006.0,0.9,Ocean,Neele-Vat Logistics,28.99201
SHP541586,2019-06-10 09:04:26,Rotterdam,Kuala Lumpur,NL,MY,87.53566737,1006.0,0.75,Air,NTG Air & Ocean,5.05891
SHP519605,2019-12-23 13:05:06,Rotterdam,Kuala Lumpur,NL,MY,94.4,645.0,0.9,Ocean,Neele-Vat Logistics,29.81308
SHP825589,2019-07-01 17:00:07,Rotterdam,Kuala Lumpur,NL,MY,87.63968484,348.0,0.75,Air,NTG Air & Ocean,5.224069999999999
SHP859570,2019-03-01 23:41:36,Rotterdam,Kuala Lumpur,NL,MY,92.6,205.0,0.9,Ocean,Neele-Vat Logistics,24.23333
SHP740604,2019-11-17 08:04:06,Rotterdam,Kuala Lumpur,NL,MY,91.77,1006.0,0.75,Air,NTG Air & Ocean,5.31725
SHP357606,2020-02-12 19:18:27,Rotterdam,Kuala Lumpur,NL,MY,93.69,268.0,1.05,Air,Van den Bosch Transporten,5.11354
SHP602591,2019-07-13 18:00:42,Rotterdam,Kuala Lumpur,NL,MY,85.9,1000.0,1.05,Air,Van den Bosch Transporten,5.31505
SHP860604,2019-11-23 02:44:53,Rotterdam,Kuala Lumpur,NL,MY,91.2,1700.0,0.9,Ocean,Neele-Vat Logistics,5.506130000000001
SHP206596,2019-08-13 15:28:46,Rotterdam,Kuala Lumpur,NL,MY,84.73,1193.7,0.75,Air,NTG Air & Ocean,5.37315
SHP5314999,2019-07-26 12:33:41,Rotterdam,Manila,NL,PH,105.65,1515.0,1.125,Ocean,Neele-Vat Logistics,15.54815
SHP750604,2019-11-17 12:23:19,Rotterdam,Kuala Lumpur,NL,MY,90.85,205.0,0.9,Ocean,Neele-Vat Logistics,9.52303
SHP21606,2020-01-18 02:45:39,Rotterdam,Kuala Lumpur,NL,MY,94.24,100.0,0.75,Air,NTG Air & Ocean,5.01123
SHP850603,2019-10-09 21:58:50,Rotterdam,Kuala Lumpur,NL,MY,86.8903486,525.0,0.75,Air,NTG Air & Ocean,5.004980000000001
SHP841588,2019-06-23 19:17:43,Rotterdam,Kuala Lumpur,NL,MY,87.5454846,1106.0,0.75,Air,NTG Air & Ocean,5.40301
SHP677606,2020-03-15 17:34:57,Rotterdam,Kuala Lumpur,NL,MY,94.3,955.0,1.05,Air,Van den Bosch Transporten,5.20405
SHP497572,2019-03-10 17:35:41,Rotterdam,Kuala Lumpur,NL,MY,93.7,5010.0,0.9,Ocean,Neele-Vat Logistics,21.69225
SHP740586,2019-06-10 19:15:12,Rotterdam,Kuala Lumpur,NL,MY,87.25,2008.0,0.9,Ocean,Neele-Vat Logistics,32.38333
SHP22570,2019-02-24 08:31:12,Rotterdam,Kuala Lumpur,NL,MY,91.59,237.0,0.75,Air,NTG Air & Ocean,5.396059999999999
SHP238587,2019-06-13 16:04:44,Rotterdam,Kuala Lumpur,NL,MY,87.44,1156.0,1.05,Air,Van den Bosch Transporten,5.114240000000001
SHP796605,2020-01-06 18:48:53,Rotterdam,Kuala Lumpur,NL,MY,93.66,113.0,0.75,Air,NTG Air & Ocean,5.14363
SHP784605,2020-01-06 09:52:35,Rotterdam,Kuala Lumpur,NL,MY,91.9241,315.0,0.9,Ocean,Neele-Vat Logistics,28.47627
SHP810587,2019-06-16 22:05:54,Rotterdam,Kuala Lumpur,NL,MY,87.55,1506.0,0.9,Ocean,Neele-Vat Logistics,13.56875
SHP417605,2019-12-19 16:25:37,Rotterdam,Kuala Lumpur,NL,MY,93.2,1000.0,0.75,Air,NTG Air & Ocean,5.17025
SHP318574,2019-03-20 13:28:36,Rotterdam,Kuala Lumpur,NL,MY,90.75,1006.0,0.9,Ocean,Neele-Vat Logistics,29.97639
SHP717597,2019-08-21 22:15:16,Rotterdam,Kuala Lumpur,NL,MY,84.99,158.5,0.75,Air,NTG Air & Ocean,5.00197
SHP909603,2019-10-11 15:25:38,Rotterdam,Kuala Lumpur,NL,MY,86.55,505.0,0.9,Ocean,Neele-Vat Logistics,10.78912
SHP792603,2019-10-06 11:00:55,Rotterdam,Kuala Lumpur,NL,MY,87.46,505.0,0.75,Air,NTG Air & Ocean,5.37847
SHP932604,2019-11-25 22:24:14,Rotterdam,Kuala Lumpur,NL,MY,91.34632966,250.0,0.75,Air,NTG Air & Ocean,5.14722
SHP846577,2019-04-14 08:02:33,Rotterdam,Kuala Lumpur,NL,MY,90.16638745,565.0,0.75,Air,NTG Air & Ocean,5.089
SHP446589,2019-06-29 08:29:58,Rotterdam,Kuala Lumpur,NL,MY,86.86,2500.0,0.9,Ocean,Neele-Vat Logistics,27.90255
SHP626603,2019-09-28 01:02:52,Rotterdam,Kuala Lumpur,NL,MY,89.7,1006.0,0.75,Air,NTG Air & Ocean,5.30799
SHP780601,2019-09-15 15:47:14,Rotterdam,Kuala Lumpur,NL,MY,88.5,120.0,1.05,Air,Van den Bosch Transporten,5.07199
SHP24604,2019-10-15 10:39:41,Rotterdam,Kuala Lumpur,NL,MY,87.24,120.0,0.75,Air,NTG Air & Ocean,5.31829
SHP955574,2019-03-25 02:32:33,Rotterdam,Kuala Lumpur,NL,MY,91.26049287,170.0,0.75,Air,NTG Air & Ocean,5.29861
SHP3165993,2019-04-12 12:02:08,Rotterdam,Manila,NL,PH,109.85,103.0,0.5625,Ocean,Van den Bosch Transporten,25.72731
SHP191607,2020-05-07 16:18:26,Rotterdam,Kuala Lumpur,NL,MY,94.2,118.5,0.75,Air,NTG Air & Ocean,5.13056
SHP71582,2019-05-12 09:33:57,Rotterdam,Kuala Lumpur,NL,MY,90.92,2008.0,0.75,Air,NTG Air & Ocean,5.17708
SHP23580,2019-04-26 20:34:57,Rotterdam,Kuala Lumpur,NL,MY,90.45,220.0,0.9,Ocean,Neele-Vat Logistics,22.93715
SHP42605,2019-12-02 23:18:29,Rotterdam,Kuala Lumpur,NL,MY,91.41806364,220.0,0.75,Air,NTG Air & Ocean,5.15845
SHP104605,2019-12-07 10:53:07,Rotterdam,Kuala Lumpur,NL,MY,91.3,175.0,1.05,Air,Van den Bosch Transporten,5.318980000000001
SHP919581,2019-05-11 12:46:28,Rotterdam,Kuala Lumpur,NL,MY,90.35,3335.0,0.9,Ocean,Neele-Vat Logistics,19.6838
SHP358573,2019-03-14 14:38:38,Rotterdam,Kuala Lumpur,NL,MY,93.47,327.0,0.75,Air,NTG Air & Ocean,5.02118
SHP851603,2019-10-09 22:04:10,Rotterdam,Kuala Lumpur,NL,MY,86.04060062,355.0,0.75,Air,NTG Air & Ocean,5.38669
SHP446590,2019-07-06 15:10:48,Rotterdam,Kuala Lumpur,NL,MY,87.77,462.7,0.75,Air,NTG Air & Ocean,5.41586
SHP857605,2020-01-10 12:58:02,Rotterdam,Kuala Lumpur,NL,MY,93.2,450.0,0.9,Ocean,Neele-Vat Logistics,29.76412
SHP780591,2019-07-15 09:47:39,Rotterdam,Kuala Lumpur,NL,MY,85.6,3500.0,0.9,Ocean,Neele-Vat Logistics,8.44201
SHP287604,2019-10-27 06:39:54,Rotterdam,Kuala Lumpur,NL,MY,91.32071194,505.0,1.05,Air,Van den Bosch Transporten,5.1419
SHP276601,2019-09-13 14:39:30,Rotterdam,Kuala Lumpur,NL,MY,86.6704,1506.0,0.9,Ocean,Neele-Vat Logistics,30.46875
SHP431606,2020-02-17 12:58:04,Rotterdam,Kuala Lumpur,NL,MY,91.9,63.5,1.05,Air,Van den Bosch Transporten,5.15995
SHP415591,2019-07-12 18:03:40,Rotterdam,Kuala Lumpur,NL,MY,86.82069691,63.0,0.75,Air,NTG Air & Ocean,5.10197
SHP548607,2020-06-15 16:21:50,Rotterdam,Kuala Lumpur,NL,MY,95.27723352,292.5,0.75,Air,NTG Air & Ocean,5.36042
SHP545607,2020-06-15 16:15:32,Rotterdam,Kuala Lumpur,NL,MY,95.0,1005.0,1.05,Air,Van den Bosch Transporten,5.13229
SHP489605,2019-12-22 00:32:09,Rotterdam,Kuala Lumpur,NL,MY,93.1,999.0,0.9,Ocean,Neele-Vat Logistics,14.58438
SHP487595,2019-08-10 11:13:05,Rotterdam,Kuala Lumpur,NL,MY,83.07516622,906.0,1.05,Air,Van den Bosch Transporten,5.38461
SHP465583,2019-05-19 12:12:50,Rotterdam,Kuala Lumpur,NL,MY,90.46,1320.0,1.05,Air,Van den Bosch Transporten,5.1941
SHP808573,2019-03-16 18:59:09,Rotterdam,Kuala Lumpur,NL,MY,92.81713553,767.0,0.75,Air,NTG Air & Ocean,5.33218
SHP123995,2019-05-12 16:52:21,Rotterdam,Manila,NL,PH,110.49,600.0,1.125,Ocean,Neele-Vat Logistics,51.10544
SHP329577,2019-04-11 11:28:35,Rotterdam,Kuala Lumpur,NL,MY,89.7,605.0,0.9,Ocean,Neele-Vat Logistics,29.142940000000003
SHP485606,2020-02-22 15:28:57,Rotterdam,Kuala Lumpur,NL,MY,92.3,4508.5,0.9,Ocean,Neele-Vat Logistics,10.81215
SHP882581,2019-05-11 11:25:17,Rotterdam,Kuala Lumpur,NL,MY,90.12482594,1498.0,0.75,Air,NTG Air & Ocean,5.2816
SHP930578,2019-04-20 10:51:56,Rotterdam,Kuala Lumpur,NL,MY,89.94151916,455.0,0.75,Air,NTG Air & Ocean,5.19306
SHP870577,2019-04-14 11:11:37,Rotterdam,Kuala Lumpur,NL,MY,90.35,605.0,0.9,Ocean,Neele-Vat Logistics,9.02512
SHP3170993,2019-04-12 12:05:51,Rotterdam,Manila,NL,PH,109.85,922.0,0.5625,Ocean,Van den Bosch Transporten,13.77269
